run_id,trial_index,seed,model_rmse,model_mae,model_r2,model_mape,persistence_rmse,persistence_mae,persistence_r2,persistence_mape
3439c642-834a-4259-a71a-2777d007bda2,0,507682243,32.81688910008174,30.00244128183019,-0.06991529873787083,0.4223352573523356,44.53944699456772,30.203683781581095,-0.970807560653929,0.43260145595004307
3439c642-834a-4259-a71a-2777d007bda2,1,932865495,169.3588749275399,154.49271994816695,-27.392605387480273,2.183342879965752,44.41583547797107,30.192312958435206,-0.9528325174479491,0.433999918650718
3439c642-834a-4259-a71a-2777d007bda2,2,1081927011,53.86884883360197,49.09387569968447,-1.7188084928782463,0.6828761080887512,46.31533998204927,31.72480521597392,-1.0098004582699769,0.4528629072435355
3439c642-834a-4259-a71a-2777d007bda2,3,750672974,101.58776345590594,92.85214842041921,-9.721865631804857,1.3278766635647297,44.09826661134777,29.83674816625917,-1.020368551520598,0.43300579796454336
3439c642-834a-4259-a71a-2777d007bda2,4,745859328,30.29020491974121,27.6511718491954,0.07984349447430161,0.3889303329954725,45.01720689806305,30.82964303178484,-1.0324242556107923,0.4448772219101557
3439c642-834a-4259-a71a-2777d007bda2,5,395894556,96.07551411384804,87.26362326435029,-7.559778629223395,1.2228000531522376,46.41768217606527,31.77873675631622,-0.9980391798523158,0.4525724748844479
3439c642-834a-4259-a71a-2777d007bda2,6,2036188520,63.475966245578206,57.942372612092974,-2.9677068009607357,0.815497305461933,44.295123354507496,30.26646128769356,-0.9321140639114673,0.4342342806446812
3439c642-834a-4259-a71a-2777d007bda2,7,273448142,70.18270374229424,63.91738671813891,-3.7657032632878025,0.9010006854014956,46.03427883072964,31.069380603096985,-1.0503570464566914,0.4462362622592997
3439c642-834a-4259-a71a-2777d007bda2,8,915086290,98.86885533902866,90.10100706504875,-8.473648801846975,1.2666125237927732,45.38939481148535,30.9819608801956,-0.9966734961938328,0.44732765967671784
3439c642-834a-4259-a71a-2777d007bda2,9,655747359,51.7458573092668,47.21808459616768,-1.6764581460597379,0.667856795431964,45.10920434503602,30.646275468622655,-1.0339469294898724,0.44176676143797744
3439c642-834a-4259-a71a-2777d007bda2,10,647209408,90.91768612843545,82.94748502567035,-7.113323801378172,1.1674360182079386,45.20775660144634,30.671020374898124,-1.005986345064291,0.44044132710787864
3439c642-834a-4259-a71a-2777d007bda2,11,291453429,67.44213610198034,61.38194652088853,-3.3294476947652436,0.8623115164508836,46.03787397668791,31.290744906275464,-1.0174388606467413,0.4462318871328426
3439c642-834a-4259-a71a-2777d007bda2,12,347086410,132.6118609202015,120.73578377072218,-15.893631550971037,1.6992213535493403,45.31165036565106,30.491307253463734,-0.97232300447307,0.43883300277343656
3439c642-834a-4259-a71a-2777d007bda2,13,763926277,131.44818027545207,119.4950559627191,-14.997928070044773,1.6669592171411802,46.61932349218279,31.740609616951918,-1.0122712269690837,0.45151500711148135
3439c642-834a-4259-a71a-2777d007bda2,14,1914855150,16.31772737486292,14.85649763820559,0.7443374395918355,0.2073787322202609,44.91625529106866,30.821907090464553,-0.9371126230873592,0.4393747651944477
3439c642-834a-4259-a71a-2777d007bda2,15,1571788163,141.3922635996317,128.68445682636997,-18.509344057101274,1.8294651256961272,45.36559417695887,30.628642216788915,-1.0083739518529637,0.4391864220862885
3439c642-834a-4259-a71a-2777d007bda2,16,1996601594,118.37194962489544,108.10604379936967,-12.993816976981869,1.5254250859235796,44.49995128079895,30.561766911165446,-0.9776874576063208,0.4386460782616228
3439c642-834a-4259-a71a-2777d007bda2,17,336714991,144.33794841748494,131.50781412129834,-19.158782821766877,1.8497365894860704,45.525607637795964,30.711489812550937,-1.005463454065179,0.44313246002308815
3439c642-834a-4259-a71a-2777d007bda2,18,1886361202,145.11462590026494,132.04711891125848,-18.92082030147717,1.8492071981389246,46.06236249917827,31.090270578647107,-1.007138134219364,0.44506233293553654
3439c642-834a-4259-a71a-2777d007bda2,19,1749355230,146.74143822744736,133.75446150076937,-20.04514801245215,1.883724752458073,45.53424305700322,30.911349633251834,-1.0263883723160943,0.4484166583326561
3439c642-834a-4259-a71a-2777d007bda2,20,1489407674,153.0186824634163,139.6891430149927,-22.08169607633374,1.962455136663175,45.432570846704586,30.670120619396904,-1.0347611020039356,0.43707743157509465
3439c642-834a-4259-a71a-2777d007bda2,21,1169185163,76.40001781746736,69.52526219787043,-4.443327769457985,0.9683329762220625,46.44662148742104,31.706956805215974,-1.0118047279812319,0.45081373098397787
3439c642-834a-4259-a71a-2777d007bda2,22,1305314405,61.35909387417379,56.15018460451073,-2.875592759462989,0.7958989832788304,43.579717496773824,29.512803585982073,-0.9550104453457644,0.42615425636883564
3439c642-834a-4259-a71a-2777d007bda2,23,1186577522,44.5197235504695,40.41925190530257,-0.8540344278769907,0.5657716102620879,46.49701894572861,31.63097473512633,-1.0223815589157113,0.45244299006264965
3439c642-834a-4259-a71a-2777d007bda2,24,1424285427,65.67399607995733,59.9342020902841,-3.2518430256499027,0.8423832167586963,44.82173880935512,30.668505297473512,-0.9804675823032221,0.4399639273557223
3439c642-834a-4259-a71a-2777d007bda2,25,826471583,47.076520952352354,42.88598255497273,-1.176007313297783,0.6048660013479659,45.138523083518905,30.728731866340667,-1.0005357668919461,0.4438017227487956
3439c642-834a-4259-a71a-2777d007bda2,26,1709575627,75.30773179507779,68.7978192878595,-4.871135212720374,0.9819718788984069,44.1223717234655,29.587362673186636,-1.0153971784608493,0.4276580459796322
3439c642-834a-4259-a71a-2777d007bda2,27,2055395601,123.61600841518595,112.61186246211237,-13.7349936138246,1.581741059041701,45.89836130354164,31.215079054604725,-1.0313973451832052,0.4469153649007663
3439c642-834a-4259-a71a-2777d007bda2,28,314782672,107.79375837453487,98.15870221695553,-10.23132225799877,1.3824308757220498,45.666414495166315,30.991859820700896,-1.0157538045067467,0.4406724240265592
3439c642-834a-4259-a71a-2777d007bda2,29,1307072362,117.9640005890138,107.69342667884662,-13.435493078270206,1.5502694146990248,43.42015890589535,29.251700081499592,-0.9557595274720443,0.4257393386001398
3439c642-834a-4259-a71a-2777d007bda2,30,1235619504,102.30304102645401,93.5102486526288,-9.65719925666638,1.3262271223041564,44.29574172973203,29.904899755501223,-0.9979745653273513,0.4322252168095379
3439c642-834a-4259-a71a-2777d007bda2,31,881144849,106.94392243554192,97.52554703974408,-10.414447706923548,1.385057984750304,44.654926647797,30.316676446617766,-0.9901299961729084,0.4418658891746401
3439c642-834a-4259-a71a-2777d007bda2,32,838116842,76.12257350036126,69.32731284198726,-4.653410970744535,0.9819483808357522,45.141911836679874,30.76592665036675,-0.9881242811755182,0.4459000770360939
3439c642-834a-4259-a71a-2777d007bda2,33,1729681473,35.13686830611993,32.16068502012717,-0.2581791084990537,0.45451093256765945,44.01305400209905,29.987232273838632,-0.9741464953649974,0.4344233027740856
3439c642-834a-4259-a71a-2777d007bda2,34,1701619850,96.96811804791479,88.35641649891988,-8.121120831156842,1.246471536245641,45.800619063695706,31.10825590872046,-1.0348526755748728,0.44897710430135507
3439c642-834a-4259-a71a-2777d007bda2,35,1286731299,91.71185440563185,83.6542547811819,-7.305048841262094,1.180745947879842,45.163026687864956,30.614361858190712,-1.0139900453434931,0.44107161605736944
3439c642-834a-4259-a71a-2777d007bda2,36,270487653,92.48555361518102,84.19452405544568,-7.178408854172032,1.1836513084618587,45.48492563135947,30.402370008149955,-0.9781353077951067,0.4309205974681143
3439c642-834a-4259-a71a-2777d007bda2,37,341884304,83.23612699593171,75.77874167347765,-5.568047618999978,1.0594435934825934,46.12829633801886,31.384826405867972,-1.0171927315383802,0.4489726283095841
3439c642-834a-4259-a71a-2777d007bda2,38,396352335,38.67565152837516,35.245558687307486,-0.4573658790475812,0.49752241401603226,45.149020058121295,30.857462102689485,-0.9860490826278929,0.4438099494110918
3439c642-834a-4259-a71a-2777d007bda2,39,955703872,112.7160076813726,102.77466195760827,-11.56949256749895,1.4539970256896342,45.452272695147315,30.599268133659333,-1.0438911197288037,0.4412036824767777
3439c642-834a-4259-a71a-2777d007bda2,40,2088648390,18.305513930337135,16.74196639480666,0.6622890710755517,0.23666535188340662,44.526372279013,30.14901385493073,-0.9980938771341537,0.4325396204194122
3439c642-834a-4259-a71a-2777d007bda2,41,1090172915,63.355707053799186,57.95755757516593,-3.1472019982208934,0.8228770521741823,44.159246258353974,30.089524042379786,-1.0147771134341768,0.43565667810220143
3439c642-834a-4259-a71a-2777d007bda2,42,683986820,61.93283307273649,56.48199320239031,-2.8021193704521528,0.7998031492251091,44.879815054743744,30.398637326813365,-0.9965765730343423,0.43946455790929795
3439c642-834a-4259-a71a-2777d007bda2,43,1879496698,72.84106836657685,66.35347031161591,-4.087331674502975,0.9306138799011076,45.54737860764009,30.806546047269766,-0.9891347885271515,0.44185616696866586
3439c642-834a-4259-a71a-2777d007bda2,44,1776413077,61.88890753929007,56.29071345515831,-2.6680713432801597,0.7924376836594675,45.55821726707705,30.75688997555012,-0.9876759530034229,0.44082189756144335
3439c642-834a-4259-a71a-2777d007bda2,45,1483776106,61.152692155646164,55.62957703878909,-2.5732813253790505,0.7862478382546422,45.4461204323008,30.569869600652,-0.9734661330275254,0.4393934907529479
3439c642-834a-4259-a71a-2777d007bda2,46,1334295985,83.40645553986089,76.06170566837909,-5.70937592253039,1.0628458662398936,45.419080200317445,30.895718011409944,-0.9895711016801638,0.4413786953473139
3439c642-834a-4259-a71a-2777d007bda2,47,1598330478,47.171763146927546,43.20874370523061,-1.396070574223732,0.6185114022747977,43.1442906170021,29.263305623471883,-1.004389193080589,0.4268336844755789
3439c642-834a-4259-a71a-2777d007bda2,48,274194978,136.0201312087913,124.01688895727293,-17.17091527913536,1.7511063418689936,45.09142328125086,30.325170334148325,-0.9969091737167881,0.43787062694717094
3439c642-834a-4259-a71a-2777d007bda2,49,1124139125,69.5792948891147,63.3454913333454,-3.6391608453539988,0.8906898942377348,45.8313910622323,30.893484922575386,-1.012822422280836,0.4420782769543479
3439c642-834a-4259-a71a-2777d007bda2,50,1932585363,39.333189365091734,35.91283347050443,-0.562453867189141,0.5070294515048052,44.25209245505083,29.999898940505297,-0.977682176250052,0.4319770600729806
3439c642-834a-4259-a71a-2777d007bda2,51,1528081614,111.58698482687849,101.75397422481245,-11.462453282969044,1.4516512294692983,45.16146336445747,30.26374083129584,-1.0413264817890044,0.4369466283503878
3439c642-834a-4259-a71a-2777d007bda2,52,989303182,6.533535390807543,5.876638920861877,0.9595301880133306,0.08240412798089676,46.14259300977624,31.144549307253463,-1.018546151790948,0.44385109361349767
3439c642-834a-4259-a71a-2777d007bda2,53,36123090,68.38069898916477,62.4981882749684,-3.813510992614191,0.886411431887323,44.48055261034419,30.216958435207825,-1.036738367078725,0.4349127501219787
3439c642-834a-4259-a71a-2777d007bda2,54,511290546,85.98654092169693,78.30500041635702,-6.08125900734351,1.0984413580817887,45.3722363745356,30.823864710676446,-0.9716503247860762,0.441522672938997
3439c642-834a-4259-a71a-2777d007bda2,55,707184316,61.69405248873441,56.28455993509747,-2.6948165867152234,0.7894802584675746,45.508643228068856,30.75959087204564,-1.010453640494478,0.4378224608628496
3439c642-834a-4259-a71a-2777d007bda2,56,2084334847,12.80364071865721,11.667885783779711,0.8377875921224783,0.16412632344380404,44.99190638833164,30.702213528932358,-1.0030228510416692,0.4383391720297988
3439c642-834a-4259-a71a-2777d007bda2,57,408667685,21.020102086767945,19.14168506940377,0.5637946303900153,0.27170426336180636,44.53206860433197,30.36557783211084,-0.9577945015655107,0.436794597787591
3439c642-834a-4259-a71a-2777d007bda2,58,523857270,114.66445750104285,104.08731044965138,-11.036123674602688,1.455978379523623,47.133560582698756,31.936554197229015,-1.0337122170780062,0.45602483311091585
3439c642-834a-4259-a71a-2777d007bda2,59,803059542,91.3638812355993,83.4726936127674,-7.275004564461032,1.169723987319808,44.78628216217942,30.555796251018744,-0.988424862008422,0.43989862157011866
3439c642-834a-4259-a71a-2777d007bda2,60,537711968,137.2233961556129,125.45384814556492,-18.175461682111855,1.77512070658503,44.27951128926673,29.951427872860638,-0.9966187260033592,0.4298204609185404
3439c642-834a-4259-a71a-2777d007bda2,61,1846312928,70.03380456391335,63.69740433327144,-3.687450974490859,0.8967713333267224,45.47368487958852,30.979149144254283,-0.976248687737947,0.446994357528748
3439c642-834a-4259-a71a-2777d007bda2,62,307338067,155.2141454626701,141.53694195878407,-22.468035849578783,1.990107615480197,45.257346931695444,30.530303178484107,-0.9952270727072174,0.437250668532178
3439c642-834a-4259-a71a-2777d007bda2,63,657946825,106.20087534113152,96.87846050289868,-10.260750325233458,1.3777849574116814,44.58386679728674,30.109416462917682,-0.9845708210152078,0.43919296970110383
3439c642-834a-4259-a71a-2777d007bda2,64,503885655,91.75184256367469,83.48372791121783,-6.967287124135333,1.1728051492765508,45.85257600195075,31.20465362673187,-0.9897951054129084,0.44745948468943103
3439c642-834a-4259-a71a-2777d007bda2,65,228449932,2.652184073899283,2.220495184810199,0.9930143836067613,0.030904852025020725,45.02415513213627,30.97937408312959,-1.0132075562934513,0.4471646444884665
3439c642-834a-4259-a71a-2777d007bda2,66,140654669,55.10180857873636,50.19225218630376,-1.9971769316515737,0.7152766134638641,45.1041721484795,30.49117196414018,-1.008233031409532,0.4431269452902656
3439c642-834a-4259-a71a-2777d007bda2,67,425504349,140.39028329119003,127.9572453595663,-18.050511731515634,1.792447151238616,45.197411147561624,30.66898451507743,-0.9745114870403722,0.4384480752977452
