rmse_naive_val,mae_naive_val,r2_naive_val,rmse_naive_test,mae_naive_test,r2_naive_test,rmse_fish_forced_val,mae_fish_forced_val,r2_fish_forced_val,rmse_fish_forced_test,mae_fish_forced_test,r2_fish_forced_test,rmse_fish_g30_val,mae_fish_g30_val,r2_fish_g30_val,abstention_g30_val,rmse_fish_g30_test,mae_fish_g30_test,r2_fish_g30_test,abstention_g30_test,rmse_fish_g10_val,mae_fish_g10_val,r2_fish_g10_val,abstention_g10_val,rmse_fish_g10_test,mae_fish_g10_test,r2_fish_g10_test,abstention_g10_test,coverage_val_q10_q90,coverage_test_q10_q90,brier_val,brier_test,n_train,n_val,n_test,window,event_rel_threshold,purge_steps,embargo_steps
1.6692757053472762,1.103821039199829,-1.1920928955078125e-07,2.9689110963178664,2.1423890590667725,-0.0010682344436645508,1.6758141858970184,1.1081085205078125,-0.007849454879760742,2.9767430368375503,2.1478350162506104,-0.00635683536529541,1.6677619752312443,1.102684497833252,0.0018126368522644043,0.9657190635451505,2.969577232352075,2.142753839492798,-0.0015175342559814453,0.974937343358396,1.6720568834283982,1.1026955842971802,-0.003335118293762207,0.7048494983277592,2.976615364626519,2.1476564407348633,-0.0062705278396606445,0.5572263993316625,0.7073578595317725,0.429406850459482,0.2383902570201702,0.269229821019301,3599,1196,1197,128,0.02,5,5
