rmse_fish_val,mae_fish_val,r2_fish_val,mape_fish_val_pct,rmse_naive_val,mae_naive_val,r2_naive_val,mape_naive_val_pct,coverage_val_q10_q90,brier_val,abstention_val_gate<0.3,rmse_fish_test,mae_fish_test,r2_fish_test,mape_fish_test_pct,rmse_naive_test,mae_naive_test,r2_naive_test,mape_naive_test_pct,coverage_test_q10_q90,brier_test,abstention_test_gate<0.3,n_train,n_val,n_test,window,event_rel_threshold,purge_steps,embargo_steps
1.6758141858970184,1.1081085205078125,-0.007849454879760742,169054.62646484375,1.6692757053472762,1.103821039199829,-1.1920928955078125e-07,98.41136932373047,0.7073578595317725,0.2383902570201702,0.9657190635451505,2.9767430368375503,2.1478350162506104,-0.00635683536529541,105410.77880859375,2.9689110963178664,2.1423890590667725,-0.0010682344436645508,99.41520690917969,0.429406850459482,0.269229821019301,0.974937343358396,3599,1196,1197,128,0.02,5,5
