rmse_naive_val,mae_naive_val,r2_naive_val,rmse_naive_test,mae_naive_test,r2_naive_test,rmse_fish_forced_val,mae_fish_forced_val,r2_fish_forced_val,rmse_fish_forced_test,mae_fish_forced_test,r2_fish_forced_test,rmse_fish_g30_val,mae_fish_g30_val,r2_fish_g30_val,abstention_g30_val,rmse_fish_g30_test,mae_fish_g30_test,r2_fish_g30_test,abstention_g30_test,rmse_fish_g10_val,mae_fish_g10_val,r2_fish_g10_val,abstention_g10_val,rmse_fish_g10_test,mae_fish_g10_test,r2_fish_g10_test,abstention_g10_test,coverage_val_q10_q90,coverage_test_q10_q90,brier_val,brier_test,n_train,n_val,n_test,window,event_rel_threshold,purge_steps,embargo_steps
0.8650235506942081,0.525980532169342,-4.303455352783203e-05,0.8195764054621502,0.5512750744819641,-0.0013457536697387695,0.8780463186833004,0.5495573282241821,-0.0303804874420166,0.83025194928619,0.5676121711730957,-0.027602076530456543,0.8657028273427118,0.5281050205230713,-0.001614212989807129,0.9661590524534687,0.8197650354140225,0.5508050918579102,-0.0018067359924316406,0.9569256756756757,0.8692192813556918,0.533553957939148,-0.009767770767211914,0.6979695431472082,0.8269834387642021,0.558251142501831,-0.019527077674865723,0.6427364864864865,0.7884940778341794,0.793918918918919,0.1880392702097043,0.19955143560851657,3567,1182,1184,32,0.015,10,10
