rmse_naive_val,mae_naive_val,r2_naive_val,rmse_naive_test,mae_naive_test,r2_naive_test,rmse_model_forced_val,mae_model_forced_val,r2_model_forced_val,rmse_model_forced_test,mae_model_forced_test,r2_model_forced_test,rmse_model_g30_val,mae_model_g30_val,r2_model_g30_val,abstention_g30_val,rmse_model_g30_test,mae_model_g30_test,r2_model_g30_test,abstention_g30_test,rmse_model_g10_val,mae_model_g10_val,r2_model_g10_val,abstention_g10_val,rmse_model_g10_test,mae_model_g10_test,r2_model_g10_test,abstention_g10_test,coverage_val_q10_q90,coverage_test_q10_q90,brier_val,brier_test,dm_val_forced_vs_persistence,dm_test_forced_vs_persistence,coverage_val_1sigma,coverage_val_2sigma,sharpness_val_mean_sigma,coverage_test_1sigma,coverage_test_2sigma,sharpness_test_mean_sigma,context_len,seed,pretrain_enabled,dropout,l2w,epochs_pre,epochs_ft,batch_pre,batch_ft
0.17031924426555634,0.13152407109737396,0.9189988970756531,0.1917993128299713,0.13784125447273254,0.9958183765411377,1.0795975923538208,0.9398611187934875,-2.2545230388641357,3.497159004211426,2.3578779697418213,-0.39021408557891846,0.17031924426555634,0.13152407109737396,0.9189988970756531,1.0,0.195196732878685,0.14127248525619507,0.9956689476966858,0.9374492282696995,1.0795975923538208,0.9398611187934875,-2.2545230388641357,0.0,3.497159004211426,2.3578779697418213,-0.39021408557891846,0.0,0.4051724137931034,0.5085296506904955,0.004265184979885817,0.008460273034870625,16.691068649291992,30.81121826171875,0.28448275862068967,0.8189655172413793,0.700981080532074,0.4614134849715678,0.5662063363119415,0.6783003211021423,128,77,True,0.3,0.0003,30,60,64,128
