timestamp,seed,lr,epochs,hidden,input_cols,val_outputs_hash,samples,brier_prob_fishhead,adaptive_threshold_mean,adaptive_accuracy,adaptive_precision,adaptive_recall,adaptive_f1,static_best_t,static_accuracy,static_precision,static_recall,static_f1
2025-10-27T00:09:11.801810,5080,0.001,300,32,event_prob|gate_score|q10|q50|q90,b2dea6cb7f8e,232,0.2744804322719574,0.4941757917404175,0.646551724137931,0.6219512195121951,0.5,0.5543478260869565,0.15,0.4482758620689655,0.4434782608695652,1.0,0.6144578313253012
