run_id,model_sha256,csv_sha256,MSE,MAE,R2,timestamp
3439c642-834a-4259-a71a-2777d007bda2,df1f24c0c3dd69ffbe169d3d0bf13faeba9fa1e18f333ada690afc36116162a2,0364f0b3e5b8cd158a8d2796215d70c73fcbe24a5fce1750b24c094bc4cb5f73,1320215.5570542756,1057.5172459138778,-1292.0769536004868,2025-10-30 22:49:37
