"Timestamp","RunName","EpochsP1","EpochsP2","ContextLen","FinalTrainLoss","FinalValLoss","TestNLL","PersistenceModelMAE","PersistenceBaselineMAE","PairedTTestP","TrainCSV_Hash","ValCSV_Hash","TestCSV_Hash","PythonVersion","TensorFlowVersion","CUDA_Version","GPU_Info"
"2025-10-27 13:48:55",,,,,,,,,,,"04CC097BD744E1262AD885596C79C34D167F0A8E04B4D2DDA919EDB149709186","39389B5D46FDE2F372171501B61D3300F0C9913CFE0A2C783B792566BB1B07B9","D7E75485054836422F7F4311DEF959CCD01BCDABA614326F16E3AC2BE89C216A","Python 3.13.9","2.20.0","System.Object[]","NVIDIA GeForce RTX 5080, 581.57, 16303 MiB"
